,location,total_sqft,bath,price,bhk
482,Ardendale,3198.0,4.0,200.0,4.0
483,Ardendale,2422.0,4.0,160.0,4.0
484,Ardendale,1750.0,3.0,100.0,3.0
485,Ardendale,3200.0,4.0,205.0,4.0
486,Ardendale,1728.0,3.0,95.0,3.0
487,Ardendale,2062.0,3.0,140.0,4.0
488,Ardendale,1732.46,3.0,92.0,3.0
489,Ardendale,2062.0,3.0,150.0,4.0
490,Ardendale,2800.0,4.0,140.0,4.0
491,Ardendale,1224.0,2.0,70.0,2.0
492,Ardendale,1777.26,3.0,105.0,3.0
493,Ardendale,1650.0,3.0,82.0,3.0
494,Ardendale,2062.0,3.0,140.0,4.0
495,Ardendale,1650.0,3.0,82.0,3.0
496,Ardendale,1224.0,2.0,67.0,2.0
497,Ardendale,1723.0,3.0,95.0,3.0
498,Ardendale,1777.26,3.0,89.0,3.0
499,Ardendale,1777.26,3.0,92.0,3.0
500,Arekere,2060.0,3.0,140.0,3.0
501,Arekere,920.0,2.0,40.0,2.0
502,Arekere,1740.0,2.0,95.0,3.0
503,Arekere,1190.0,2.0,55.0,2.0
504,Arekere,600.0,1.0,28.0,1.0
505,Arekere,2072.0,3.0,108.0,3.0
506,Arekere,1100.0,2.0,55.0,2.0
507,Arekere,900.0,2.0,50.0,2.0
508,Arekere,2710.0,6.0,142.0,4.0
509,Arekere,1240.0,2.0,60.0,2.0
510,Arekere,900.0,2.0,44.5,2.0
511,Attibele,450.0,1.0,11.0,1.0
512,Attibele,1600.0,4.0,52.8,4.0
513,Attibele,656.0,2.0,25.0,2.0
514,Attibele,400.0,1.0,11.0,1.0
515,Attibele,400.0,1.0,12.0,1.0
516,Attibele,400.0,1.0,14.0,1.0
517,Attibele,500.0,1.0,17.0,1.0
518,Attibele,2168.0,4.0,95.0,4.0
519,Attibele,395.0,1.0,10.25,1.0
520,Attibele,420.0,1.0,17.0,1.0
521,Attibele,1639.0,2.0,40.98,3.0
522,Attibele,418.0,1.0,12.0,1.0
523,Attibele,1200.0,2.0,42.0,2.0
524,Attibele,400.0,1.0,10.0,1.0
525,Attibele,695.0,1.0,25.0,2.0
526,Attibele,850.0,1.0,25.0,2.0
527,Attibele,2400.0,3.0,120.0,3.0
528,Attibele,450.0,1.0,12.5,1.0
529,Attibele,995.0,1.0,24.88,2.0
530,Attibele,900.0,1.0,25.0,2.0
531,Attibele,1174.0,2.0,29.35,2.0
532,Attibele,782.0,1.0,19.55,1.0
533,Attibele,1175.0,2.0,29.38,2.0
534,Attibele,656.0,2.0,25.0,2.0
535,Attibele,400.0,1.0,11.5,1.0
536,Attibele,460.0,1.0,13.0,1.0
537,Attibele,418.0,2.0,11.5,1.0
538,Attibele,1000.0,2.0,42.0,2.0
539,Attibele,550.0,1.0,11.5,1.0
540,Attibele,996.0,2.0,24.9,2.0
541,Attibele,410.0,1.0,10.0,1.0
542,Attibele,1700.0,3.0,65.0,3.0
543,Attibele,400.0,1.0,10.25,1.0
544,Attibele,656.0,2.0,25.0,2.0
545,Attibele,1500.0,3.0,90.0,3.0
546,Attibele,520.0,1.0,15.0,1.0
547,BEML Layout,1060.0,2.0,55.0,2.0
548,BEML Layout,2000.0,3.0,85.0,3.0
549,BEML Layout,999.0,2.0,45.0,2.0
550,BEML Layout,2400.0,4.0,225.0,5.0
551,BEML Layout,2000.0,2.0,85.0,3.0
552,BEML Layout,1194.0,2.0,65.0,2.0
553,BEML Layout,1200.0,2.0,67.0,2.0
554,BEML Layout,2400.0,2.0,228.0,2.0
555,BEML Layout,2000.0,3.0,85.0,3.0
556,BEML Layout,2000.0,3.0,85.0,3.0
557,BEML Layout,1194.0,2.0,65.0,2.0
558,BTM 2nd Stage,1260.0,5.0,185.0,3.0
559,BTM 2nd Stage,950.0,2.0,52.0,2.0
560,BTM 2nd Stage,1850.0,3.0,170.0,3.0
561,BTM 2nd Stage,1200.0,2.0,80.0,2.0
562,BTM 2nd Stage,1274.0,2.0,70.0,2.0
563,BTM 2nd Stage,1250.0,3.0,50.0,3.0
564,BTM 2nd Stage,1070.0,2.0,48.0,2.0
565,BTM 2nd Stage,1280.0,2.0,80.0,2.0
566,BTM 2nd Stage,1100.0,2.0,70.0,2.0
567,BTM 2nd Stage,1000.0,2.0,58.0,2.0
568,BTM 2nd Stage,2990.0,5.0,416.0,5.0
569,BTM 2nd Stage,1265.0,2.0,55.0,2.0
570,BTM 2nd Stage,2200.0,3.0,220.0,3.0
571,BTM 2nd Stage,2780.0,4.0,325.0,3.0
572,BTM 2nd Stage,2400.0,2.0,360.0,3.0
573,BTM 2nd Stage,965.0,2.0,56.0,2.0
574,BTM 2nd Stage,1147.0,2.0,75.0,2.0
575,BTM 2nd Stage,1750.0,3.0,172.0,3.0
576,BTM 2nd Stage,1400.0,2.0,90.0,2.0
577,BTM 2nd Stage,1200.0,2.0,70.0,2.0
578,BTM 2nd Stage,1100.0,2.0,47.0,2.0
579,BTM 2nd Stage,930.0,2.0,46.0,2.0
580,BTM 2nd Stage,1265.0,2.0,55.0,3.0
581,BTM 2nd Stage,2500.0,3.0,345.0,3.0
582,BTM Layout,1150.0,2.0,63.0,2.0
583,BTM Layout,3300.0,6.0,165.0,6.0
584,BTM Layout,1450.0,2.0,81.0,3.0
585,BTM Layout,1776.0,2.0,75.0,3.0
586,BTM Layout,1458.0,3.0,79.0,3.0
587,BTM Layout,935.0,2.0,51.5,2.0
588,BTM Layout,1020.0,2.0,46.5,2.0
589,BTM Layout,1600.0,3.0,112.0,3.0
590,BTM Layout,1300.0,2.0,75.0,3.0
591,BTM Layout,1540.0,2.0,78.0,3.0
592,BTM Layout,450.0,1.0,20.0,1.0
593,BTM Layout,1196.0,2.0,56.81,2.0
594,BTM Layout,1470.0,2.0,99.0,3.0
595,Babusapalaya,1358.0,2.0,43.4,3.0
596,Babusapalaya,1213.0,2.0,41.39,3.0
597,Babusapalaya,1611.0,2.0,66.0,3.0
598,Babusapalaya,1167.0,2.0,39.98,3.0
599,Babusapalaya,1675.0,3.0,75.0,3.0
600,Babusapalaya,1141.0,2.0,46.0,2.0
601,Babusapalaya,1500.0,2.0,57.0,2.0
602,Babusapalaya,1453.0,2.0,43.59,3.0
603,Babusapalaya,1050.0,2.0,45.0,2.0
604,Babusapalaya,1141.0,2.0,45.9,2.0
605,Babusapalaya,1358.0,2.0,43.1,3.0
606,Babusapalaya,1230.0,3.0,53.0,3.0
607,Babusapalaya,1105.0,2.0,40.0,2.0
608,Babusapalaya,1410.0,2.0,65.0,3.0
609,Babusapalaya,1450.0,2.0,55.99,2.0
610,Babusapalaya,1100.0,2.0,38.0,2.0
611,Babusapalaya,1213.0,2.0,36.37,3.0
612,Babusapalaya,1061.0,2.0,33.84,2.0
613,Babusapalaya,1061.0,2.0,38.95,2.0
614,Babusapalaya,1061.0,2.0,34.0,2.0
615,Babusapalaya,1245.0,2.0,58.0,2.0
616,Badavala Nagar,1494.0,2.0,94.55,3.0
617,Badavala Nagar,1274.0,2.0,81.0,2.0
618,Badavala Nagar,1842.0,3.0,115.0,3.0
619,Badavala Nagar,1494.0,2.0,94.55,3.0
620,Badavala Nagar,1274.0,2.0,81.0,2.0
621,Badavala Nagar,1494.0,2.0,94.55,3.0
622,Badavala Nagar,1842.0,3.0,115.0,3.0
623,Badavala Nagar,1842.0,3.0,115.0,3.0
624,Badavala Nagar,1842.0,3.0,115.0,3.0
625,Balagere,1210.0,2.0,80.9,2.0
626,Balagere,1210.0,2.0,72.0,2.0
627,Balagere,1205.0,2.0,78.5,2.0
628,Balagere,790.5,1.0,41.9,1.0
629,Balagere,1145.0,2.0,65.0,2.0
630,Balagere,1012.0,2.0,54.59,2.0
631,Balagere,1020.07,2.0,68.38,2.0
632,Balagere,1205.47,2.0,81.0,2.0
633,Balagere,1007.0,2.0,65.0,2.0
634,Balagere,1205.0,2.0,70.0,2.0
635,Balagere,1210.0,2.0,74.0,2.0
636,Balagere,1210.0,2.0,83.0,2.0
637,Balagere,675.0,1.0,45.0,1.0
638,Balagere,656.0,1.0,43.0,1.0
639,Balagere,1012.0,2.0,54.59,2.0
640,Balagere,1012.0,2.0,64.0,2.0
641,Balagere,1007.0,2.0,62.0,2.0
642,Balagere,1007.0,2.0,67.0,2.0
643,Balagere,1007.0,2.0,66.0,2.0
644,Balagere,1205.0,2.0,63.86,2.0
645,Balagere,1012.0,2.0,53.58,2.0
646,Balagere,645.0,1.0,34.18,1.0
647,Balagere,1007.0,2.0,53.0,2.0
648,Balagere,1210.0,2.0,69.0,2.0
649,Balagere,790.5,1.0,42.295,1.0
650,Balagere,1012.0,2.0,65.0,2.0
651,Balagere,656.0,1.0,38.77,1.0
652,Balagere,645.0,1.0,39.0,1.0
653,Balagere,645.0,1.0,41.0,1.0
654,Balagere,1210.0,2.0,82.0,2.0
655,Balagere,656.0,1.0,34.77,1.0
656,Balagere,1205.0,2.0,73.87,2.0
657,Balagere,1012.0,2.0,70.0,2.0
658,Balagere,1007.0,2.0,68.0,2.0
659,Balagere,1205.0,2.0,67.0,2.0
660,Balagere,1205.0,2.0,79.0,2.0
661,Balagere,1012.0,2.0,68.0,2.0
662,Banashankari,1200.0,2.0,42.0,3.0
663,Banashankari,1077.0,2.0,37.64,2.0
664,Banashankari,1470.0,2.0,88.64,3.0
665,Banashankari,1300.0,2.0,75.0,3.0
666,Banashankari,1800.0,3.0,115.0,3.0
667,Banashankari,1125.0,2.0,63.0,2.0
668,Banashankari,1340.0,2.0,53.6,3.0
669,Banashankari,1310.0,2.0,80.0,2.0
670,Banashankari,2600.0,4.0,135.0,3.0
671,Banashankari,1900.0,2.0,170.0,3.0
672,Banashankari,1260.0,2.0,75.0,2.0
673,Banashankari,1170.0,2.0,46.79,2.0
674,Banashankari,2500.0,4.0,95.0,4.0
675,Banashankari,1350.0,2.0,83.0,3.0
676,Banashankari,1425.0,3.0,49.88,3.0
677,Banashankari,1330.0,2.0,78.0,2.0
678,Banashankari,1400.0,2.0,78.0,3.0
679,Banashankari,1700.0,3.0,125.0,3.0
680,Banashankari,1020.0,2.0,40.79,2.0
681,Banashankari,1600.0,2.0,63.98,2.0
682,Banashankari,1041.0,2.0,36.44,2.0
683,Banashankari,2400.0,1.0,200.0,1.0
684,Banashankari,1390.0,2.0,86.0,2.0
685,Banashankari,1460.0,2.0,70.0,2.0
686,Banashankari,1200.0,2.0,60.0,2.0
687,Banashankari,1290.0,2.0,80.0,2.0
688,Banashankari,1186.0,2.0,65.0,2.0
689,Banashankari,1650.0,3.0,101.0,3.0
690,Banashankari,1300.0,2.0,55.0,3.0
691,Banashankari,1181.0,2.0,75.0,2.0
692,Banashankari,1105.0,2.0,90.0,2.0
693,Banashankari,720.0,1.0,60.0,1.0
694,Banashankari,1040.0,2.0,45.0,2.0
695,Banashankari,1330.0,2.0,77.0,2.0
696,Banashankari,1200.0,2.0,49.0,2.0
697,Banashankari,1185.0,2.0,67.0,2.0
698,Banashankari,1000.0,2.0,50.0,2.0
699,Banashankari,1650.0,3.0,90.75,3.0
700,Banashankari,1650.0,3.0,101.0,3.0
701,Banashankari,1310.0,2.0,80.43,2.0
702,Banashankari,1430.0,2.0,87.8,2.0
703,Banashankari,1020.0,2.0,42.83,2.0
704,Banashankari,1372.0,2.0,48.02,3.0
705,Banashankari,1540.0,3.0,80.0,3.0
706,Banashankari,1683.0,3.0,115.0,3.0
707,Banashankari,1800.0,3.0,125.0,3.0
708,Banashankari,1175.0,2.0,41.13,2.0
709,Banashankari,1750.0,2.0,89.0,3.0
710,Banashankari,1450.0,2.0,50.75,2.0
711,Banashankari,1770.0,3.0,108.0,3.0
712,Banashankari,1800.0,3.0,125.0,3.0
713,Banashankari,1200.0,2.0,42.0,3.0
714,Banashankari,1420.0,3.0,66.0,3.0
715,Banashankari,1200.0,3.0,74.52,3.0
716,Banashankari,1100.0,2.0,63.0,2.0
717,Banashankari,1020.0,2.0,40.79,2.0
718,Banashankari,1260.0,2.0,75.0,2.0
719,Banashankari,1340.0,2.0,53.6,3.0
720,Banashankari,1426.0,3.0,85.0,3.0
721,Banashankari Stage II,1700.0,2.0,150.0,2.0
722,Banashankari Stage II,1500.0,2.0,120.0,3.0
723,Banashankari Stage II,2400.0,3.0,510.0,5.0
724,Banashankari Stage II,1240.0,2.0,59.52,3.0
725,Banashankari Stage II,1250.0,2.0,110.0,2.0
726,Banashankari Stage II,1260.0,2.0,95.0,3.0
727,Banashankari Stage II,2400.0,2.0,300.0,3.0
728,Banashankari Stage II,1400.0,2.0,100.0,2.0
729,Banashankari Stage II,2800.0,3.0,425.0,5.0
730,Banashankari Stage II,3000.0,3.0,450.0,3.0
731,Banashankari Stage II,1200.0,2.0,198.0,3.0
732,Banashankari Stage II,1245.0,2.0,125.0,2.0
733,Banashankari Stage III,1305.0,2.0,58.7,3.0
734,Banashankari Stage III,1145.0,2.0,58.4,2.0
735,Banashankari Stage III,1650.0,3.0,118.0,3.0
736,Banashankari Stage III,1350.0,2.0,68.0,3.0
737,Banashankari Stage III,2000.0,4.0,100.0,4.0
738,Banashankari Stage III,1305.0,2.0,59.0,3.0
739,Banashankari Stage III,1305.0,2.0,60.0,3.0
740,Banashankari Stage III,1200.0,2.0,42.0,2.0
741,Banashankari Stage III,1305.0,2.0,59.0,3.0
742,Banashankari Stage III,1480.0,3.0,75.48,3.0
743,Banashankari Stage III,1305.0,2.0,59.0,3.0
744,Banashankari Stage III,1304.0,2.0,111.0,2.0
745,Banashankari Stage III,3000.0,6.0,150.0,6.0
746,Banashankari Stage III,1085.0,2.0,50.0,2.0
747,Banashankari Stage III,1500.0,2.0,100.0,3.0
748,Banashankari Stage III,2100.0,3.0,147.0,4.0
749,Banashankari Stage III,1420.0,2.0,95.0,3.0
750,Banashankari Stage V,1300.0,2.0,58.5,3.0
751,Banashankari Stage V,1305.0,2.0,49.0,3.0
752,Banashankari Stage V,1035.0,2.0,35.77,2.0
753,Banashankari Stage V,1355.0,2.0,61.0,3.0
754,Banashankari Stage V,1510.0,3.0,47.57,3.0
755,Banashankari Stage V,1650.0,3.0,51.98,3.0
756,Banashankari Stage V,1630.0,3.0,51.35,3.0
757,Banashankari Stage V,1510.0,3.0,47.57,3.0
758,Banashankari Stage V,1315.0,2.0,49.0,3.0
759,Banashankari Stage V,1540.0,3.0,48.51,3.0
760,Banashankari Stage V,920.0,2.0,41.5,2.0
761,Banashankari Stage VI,1177.5,2.0,59.935,2.0
762,Banashankari Stage VI,4800.0,4.0,190.0,4.0
763,Banashankari Stage VI,1160.0,2.0,59.0,2.0
764,Banashankari Stage VI,1180.0,2.0,59.47,2.0
765,Banashankari Stage VI,1423.0,2.0,71.73,3.0
766,Banashankari Stage VI,1392.0,3.0,69.46,3.0
767,Banashankari Stage VI,1410.5,2.0,70.385,3.0
768,Banashankari Stage VI,4800.0,3.0,200.0,4.0
769,Banaswadi,1184.0,2.0,53.0,2.0
770,Banaswadi,1145.0,2.0,55.0,2.0
771,Banaswadi,1250.0,2.0,60.0,2.0
772,Banaswadi,1365.0,2.0,73.0,2.0
773,Banaswadi,1903.0,6.0,140.0,5.0
774,Banaswadi,1222.0,2.0,80.0,2.0
775,Banaswadi,870.0,2.0,38.0,2.0
776,Banaswadi,1200.0,2.0,60.0,2.0
777,Banaswadi,1600.0,3.0,74.5,3.0
778,Banaswadi,527.0,1.0,35.0,1.0
779,Banaswadi,1340.0,2.0,73.0,2.0
780,Banaswadi,1008.0,2.0,52.0,2.0
781,Banaswadi,1105.0,2.0,57.0,2.0
782,Banjara Layout,1200.0,2.0,70.0,2.0
783,Banjara Layout,1050.0,2.0,64.8,2.0
784,Banjara Layout,2500.0,4.0,140.0,3.0
785,Bannerghatta,3012.0,6.0,250.0,4.0
786,Bannerghatta,1665.0,3.0,110.0,3.0
787,Bannerghatta,2370.0,4.0,195.0,3.0
788,Bannerghatta,1100.0,2.0,66.0,2.0
790,Bannerghatta,1113.0,2.0,70.0,2.0
791,Bannerghatta,1200.0,2.0,73.2,2.0
792,Bannerghatta,1070.0,2.0,87.0,2.0
793,Bannerghatta,1776.0,3.0,124.0,3.0
794,Bannerghatta,1776.0,3.0,150.0,3.0
795,Bannerghatta Road,500.0,1.0,18.5,1.0
796,Bannerghatta Road,1050.0,2.0,65.0,2.0
797,Bannerghatta Road,1170.0,2.0,66.0,3.0
798,Bannerghatta Road,595.0,1.0,33.32,1.0
799,Bannerghatta Road,1445.0,3.0,95.0,3.0
800,Bannerghatta Road,1640.0,2.0,120.0,3.0
801,Bannerghatta Road,1380.0,3.0,58.0,4.0
802,Bannerghatta Road,1460.0,2.0,90.0,3.0
803,Bannerghatta Road,1556.0,2.0,59.13,3.0
804,Bannerghatta Road,1179.0,2.0,66.02,2.0
805,Bannerghatta Road,1122.5,2.0,58.935,2.0
806,Bannerghatta Road,793.0,2.0,45.0,2.0
807,Bannerghatta Road,1484.0,3.0,52.5,3.0
808,Bannerghatta Road,1400.0,2.0,78.0,2.0
809,Bannerghatta Road,2700.0,5.0,158.0,5.0
810,Bannerghatta Road,1215.0,2.0,50.0,2.0
811,Bannerghatta Road,1654.0,3.0,100.0,3.0
812,Bannerghatta Road,1181.0,2.0,55.0,2.0
813,Bannerghatta Road,1460.0,2.0,72.0,3.0
814,Bannerghatta Road,1200.0,2.0,75.0,2.0
815,Bannerghatta Road,1760.0,3.0,67.0,3.0
816,Bannerghatta Road,595.0,1.0,31.83,1.0
817,Bannerghatta Road,1105.0,2.0,51.0,2.0
818,Bannerghatta Road,1255.0,2.0,65.26,2.0
819,Bannerghatta Road,1550.0,3.0,78.0,3.0
820,Bannerghatta Road,1550.0,3.0,82.0,3.0
821,Bannerghatta Road,1550.0,2.0,75.0,3.0
822,Bannerghatta Road,1650.0,3.0,122.0,3.0
823,Bannerghatta Road,912.0,2.0,55.0,2.0
824,Bannerghatta Road,1218.0,2.0,73.0,2.0
825,Bannerghatta Road,1427.0,2.0,48.51,3.0
826,Bannerghatta Road,1115.0,2.0,65.12,2.0
827,Bannerghatta Road,1344.0,2.0,42.0,3.0
828,Bannerghatta Road,1893.0,3.0,100.0,3.0
829,Bannerghatta Road,1600.0,3.0,95.0,3.0
830,Bannerghatta Road,1275.0,2.0,65.0,2.0
831,Bannerghatta Road,892.0,2.0,39.0,2.0
832,Bannerghatta Road,1880.0,3.0,95.0,3.0
833,Bannerghatta Road,1260.0,2.0,70.0,2.0
834,Bannerghatta Road,1788.0,3.0,90.0,3.0
835,Bannerghatta Road,1157.0,2.0,40.0,2.0
836,Bannerghatta Road,1150.0,2.0,65.0,2.0
837,Bannerghatta Road,10000.0,4.0,450.0,4.0
838,Bannerghatta Road,1100.0,2.0,39.0,2.0
839,Bannerghatta Road,1400.0,3.0,68.0,3.0
840,Bannerghatta Road,1725.0,3.0,110.0,3.0
841,Bannerghatta Road,1850.0,6.0,150.0,6.0
842,Bannerghatta Road,9000.0,4.0,390.0,3.0
843,Bannerghatta Road,950.0,2.0,38.0,2.0
844,Bannerghatta Road,1220.0,2.0,80.0,2.0
845,Bannerghatta Road,1130.0,2.0,78.0,2.0
846,Bannerghatta Road,1350.0,2.0,51.0,3.0
847,Bannerghatta Road,1486.0,3.0,83.22,3.0
848,Bannerghatta Road,1460.0,2.0,75.0,3.0
849,Bannerghatta Road,1015.0,2.0,48.0,2.0
850,Bannerghatta Road,1115.0,2.0,61.0,2.0
851,Bannerghatta Road,1136.0,2.0,48.0,2.0
852,Bannerghatta Road,2700.0,4.0,260.0,4.0
853,Bannerghatta Road,1200.0,2.0,69.0,3.0
854,Bannerghatta Road,1465.0,2.0,76.0,3.0
855,Bannerghatta Road,1302.5,2.0,67.73,2.0
856,Bannerghatta Road,1200.0,2.0,65.0,2.0
857,Bannerghatta Road,1240.0,2.0,65.0,2.0
858,Bannerghatta Road,1476.0,3.0,125.0,3.0
859,Bannerghatta Road,1100.0,2.0,52.0,3.0
860,Bannerghatta Road,1532.5,3.0,84.29,3.0
861,Bannerghatta Road,1465.0,2.0,45.87,3.0
862,Bannerghatta Road,1268.0,2.0,69.0,2.0
863,Bannerghatta Road,1450.0,2.0,87.0,3.0
864,Bannerghatta Road,2932.0,5.0,195.0,4.0
865,Bannerghatta Road,1450.0,3.0,44.0,3.0
866,Bannerghatta Road,1625.0,2.0,75.0,3.0
867,Bannerghatta Road,960.0,2.0,58.0,2.0
868,Bannerghatta Road,1750.0,3.0,130.0,3.0
869,Bannerghatta Road,1275.0,2.0,73.0,2.0
870,Bannerghatta Road,1430.0,3.0,59.0,3.0
871,Bannerghatta Road,1240.0,2.0,71.0,2.0
872,Bannerghatta Road,1305.0,2.0,60.0,3.0
873,Bannerghatta Road,1215.0,2.0,68.0,2.0
874,Bannerghatta Road,1215.0,2.0,68.0,2.0
875,Bannerghatta Road,1894.0,3.0,115.0,3.0
876,Bannerghatta Road,1655.0,2.0,62.89,3.0
877,Bannerghatta Road,1693.0,3.0,89.0,3.0
878,Bannerghatta Road,1280.0,2.0,60.16,2.0
879,Bannerghatta Road,3230.0,5.0,165.0,4.0
880,Bannerghatta Road,630.0,1.0,35.0,1.0
881,Bannerghatta Road,1215.0,2.0,68.0,2.0
882,Bannerghatta Road,1365.0,3.0,76.18,3.0
883,Bannerghatta Road,1115.0,2.0,78.0,2.0
884,Bannerghatta Road,1532.5,3.0,79.465,3.0
885,Bannerghatta Road,1535.0,3.0,60.0,3.0
886,Bannerghatta Road,1655.0,3.0,90.0,3.0
887,Bannerghatta Road,1247.0,2.0,47.39,2.0
888,Bannerghatta Road,1237.5,2.0,49.49,2.0
889,Bannerghatta Road,1650.0,3.0,94.0,3.0
890,Bannerghatta Road,905.0,2.0,65.0,2.0
891,Bannerghatta Road,1000.0,2.0,50.0,2.0
892,Bannerghatta Road,2185.0,3.0,120.0,4.0
893,Bannerghatta Road,1012.0,2.0,45.0,2.0
894,Bannerghatta Road,1725.0,3.0,85.0,3.0
895,Bannerghatta Road,1460.0,2.0,80.0,3.0
896,Bannerghatta Road,1340.0,2.0,85.0,2.0
897,Bannerghatta Road,1711.0,3.0,125.0,3.0
898,Bannerghatta Road,1520.0,2.0,81.0,3.0
899,Bannerghatta Road,2826.0,3.0,148.0,3.0
900,Bannerghatta Road,1115.0,2.0,61.0,2.0
901,Bannerghatta Road,1154.0,2.0,47.0,2.0
902,Bannerghatta Road,1000.0,2.0,44.5,2.0
903,Bannerghatta Road,1250.0,2.0,48.0,2.0
904,Bannerghatta Road,1640.0,3.0,105.0,3.0
905,Bannerghatta Road,1656.0,2.0,62.93,3.0
906,Bannerghatta Road,1012.0,2.0,44.0,2.0
907,Bannerghatta Road,1527.0,3.0,115.0,3.0
908,Bannerghatta Road,1660.0,3.0,85.0,3.0
909,Bannerghatta Road,1880.0,3.0,96.5,3.0
910,Bannerghatta Road,1550.0,3.0,96.0,3.0
911,Bannerghatta Road,1200.0,2.0,78.0,2.0
912,Bannerghatta Road,1885.0,3.0,125.0,3.0
913,Bannerghatta Road,1453.0,2.0,73.0,3.0
914,Bannerghatta Road,1450.0,2.0,78.0,3.0
915,Bannerghatta Road,700.0,1.0,31.2,1.0
916,Bannerghatta Road,1630.0,3.0,68.0,3.0
917,Bannerghatta Road,1400.0,3.0,69.0,3.0
918,Bannerghatta Road,905.0,2.0,58.0,2.0
919,Bannerghatta Road,1465.0,2.0,75.0,3.0
920,Bannerghatta Road,1920.0,3.0,122.0,3.0
921,Bannerghatta Road,2400.0,4.0,180.0,4.0
922,Bannerghatta Road,1660.0,3.0,80.0,3.0
923,Bannerghatta Road,1270.0,2.0,45.0,2.0
924,Bannerghatta Road,1520.0,2.0,80.0,3.0
925,Bannerghatta Road,1270.0,2.0,73.0,3.0
926,Bannerghatta Road,1846.0,3.0,120.0,3.0
927,Bannerghatta Road,3000.0,4.0,140.0,4.0
928,Bannerghatta Road,1122.5,2.0,61.74,2.0
929,Bannerghatta Road,1655.0,3.0,95.0,3.0
930,Bannerghatta Road,1206.0,2.0,53.0,2.0
931,Bannerghatta Road,1150.0,2.0,55.0,2.0
932,Bannerghatta Road,1215.0,2.0,65.0,2.0
933,Bannerghatta Road,1510.0,2.0,110.0,3.0
934,Bannerghatta Road,1022.0,2.0,35.0,2.0
935,Bannerghatta Road,1246.0,2.0,47.35,2.0
936,Bannerghatta Road,1470.0,2.0,85.0,3.0
937,Bannerghatta Road,1160.0,2.0,45.0,2.0
938,Bannerghatta Road,970.0,2.0,57.0,2.0
939,Bannerghatta Road,1527.0,3.0,142.0,3.0
940,Basavangudi,1500.0,2.0,143.0,3.0
941,Basavangudi,1850.0,3.0,168.0,3.0
942,Basavangudi,1036.0,2.0,105.0,2.0
943,Basavangudi,2600.0,4.0,260.0,4.0
944,Basavangudi,1600.0,2.0,160.0,3.0
945,Basavangudi,1560.0,2.0,145.0,2.0
946,Basavangudi,1825.0,3.0,175.0,3.0
947,Basavangudi,1800.0,3.0,195.0,3.0
948,Basavangudi,1100.0,2.0,93.0,2.0
949,Basavangudi,1542.14,3.0,120.0,3.0
950,Basavangudi,1050.0,2.0,103.0,2.0
951,Basavangudi,1350.0,2.0,130.0,3.0
952,Basavangudi,1485.0,3.0,140.0,3.0
953,Basavangudi,1180.0,2.0,124.0,2.0
954,Basavangudi,1600.0,3.0,130.0,3.0
955,Basavangudi,1200.0,2.0,120.0,2.0
956,Basavangudi,1850.0,3.0,150.0,3.0
957,Basavangudi,2453.0,3.0,250.0,4.0
958,Basaveshwara Nagar,4500.0,5.0,415.0,5.0
959,Basaveshwara Nagar,1865.0,3.0,145.0,3.0
960,Basaveshwara Nagar,1200.0,2.0,90.0,2.0
961,Basaveshwara Nagar,2400.0,4.0,310.0,5.0
962,Basaveshwara Nagar,1200.0,2.0,80.0,2.0
963,Basaveshwara Nagar,900.0,2.0,60.0,2.0
964,Basaveshwara Nagar,1900.0,3.0,150.0,3.0
965,Basaveshwara Nagar,1200.0,2.0,85.0,2.0
966,Basaveshwara Nagar,1200.0,2.0,70.0,2.0
967,Battarahalli,1200.0,2.0,65.0,2.0
968,Battarahalli,1779.0,3.0,89.61,3.0
969,Battarahalli,1300.0,2.0,50.0,2.0
970,Battarahalli,1945.0,3.0,97.42,3.0
971,Battarahalli,1777.0,3.0,100.0,3.0
972,Battarahalli,1135.0,2.0,43.0,2.0
973,Battarahalli,1276.0,2.0,45.0,2.0
974,Battarahalli,1880.0,3.0,94.36,3.0
975,Battarahalli,1071.0,2.0,62.0,2.0
976,Battarahalli,1165.0,2.0,43.0,2.0
977,Battarahalli,1636.0,2.0,82.89,2.0
978,Battarahalli,1779.0,3.0,90.0,3.0
979,Battarahalli,1516.0,3.0,65.0,3.0
980,Battarahalli,1090.0,2.0,38.37,2.0
981,Battarahalli,2082.0,3.0,104.0,3.0
982,Battarahalli,2024.0,3.0,103.0,3.0
983,Battarahalli,1097.0,2.0,49.0,2.0
984,Begur,1664.0,4.0,65.0,4.0
985,Begur,1419.0,2.0,59.0,3.0
986,Begur,1580.0,3.0,75.0,3.0
987,Begur,1559.0,3.0,63.0,3.0
988,Begur,1445.0,2.0,47.1,3.0
989,Begur,1475.0,2.0,74.0,3.0
990,Begur,3500.0,4.0,185.0,3.0
991,Begur,1100.0,2.0,55.0,2.0
992,Begur,1306.0,2.0,65.0,2.0
993,Begur,1304.0,3.0,65.0,3.0
994,Begur,1411.0,2.0,60.0,3.0
995,Begur,815.0,2.0,40.0,2.0
996,Begur,1443.0,2.0,70.0,3.0
997,Begur Road,1200.0,2.0,44.0,2.0
998,Begur Road,1200.0,2.0,46.8,2.0
999,Begur Road,1160.0,2.0,44.0,2.0
1000,Begur Road,1584.0,3.0,65.0,3.0
1001,Begur Road,1500.0,2.0,54.0,3.0
1002,Begur Road,1615.0,3.0,59.76,3.0
1003,Begur Road,1200.0,2.0,43.2,2.0
